panel,reference,thesis_label,dataset_group,metric,source_col,reference_dataset,mean,std,delta,n_seeds
intrareg,Intra-Reg,Seg-Geom,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,66.13,0.6929646455628193,1.1899999999999977,2
intrareg,Intra-Reg,Seg-Geom,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,53.065999999999995,0.008485281374238892,-0.24200000000000443,2
intrareg,Intra-Reg,Seg-Geom,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,67.47,0.5798275605729641,0.9500000000000028,2
intrareg,Intra-Reg,Seg-Geom,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,54.83141118052219,0.008494795545248903,-0.15417267339419993,2
intrareg,Intra-Reg,Sam-Gate,Flickr30K,I2T R@1,summary/test/r1_i2t,flickr30k,88.39999999999999,2.3065125189341624,-3.4666666666666828,3
intrareg,Intra-Reg,Sam-Gate,Flickr30K,T2I R@1,summary/test/r1_t2i,flickr30k,77.27333333333333,2.7811028987316018,-4.280000000000001,3
intrareg,Intra-Reg,Sam-Gate,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,61.03,5.784133470105958,-3.9099999999999966,2
intrareg,Intra-Reg,Sam-Gate,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,48.982,4.890350498686161,-4.3260000000000005,2
intrareg,Intra-Reg,Sam-Gate,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,62.81,5.388153672641495,-3.7099999999999937,2
intrareg,Intra-Reg,Sam-Gate,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,50.92703828287682,4.737264315734001,-4.058545571039566,2
intrareg,Intra-Reg,Sam-XAttn,Flickr30K,I2T R@1,summary/test/r1_i2t,flickr30k,88.0,3.080584360149872,-3.8666666666666742,3
intrareg,Intra-Reg,Sam-XAttn,Flickr30K,T2I R@1,summary/test/r1_t2i,flickr30k,77.53333333333333,3.405896847136347,-4.019999999999996,3
intrareg,Intra-Reg,Sam-XAttn,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,62.22,4.893178925810915,-2.719999999999999,2
intrareg,Intra-Reg,Sam-XAttn,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,50.048,4.338807209360658,-3.259999999999998,2
intrareg,Intra-Reg,Sam-XAttn,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,64.03999999999999,4.582051942088831,-2.480000000000004,2
intrareg,Intra-Reg,Sam-XAttn,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,51.93016178119494,4.1454602260816396,-3.0554220727214485,2
intrareg,Intra-Reg,Sam-Concat,Flickr30K,I2T R@1,summary/test/r1_i2t,flickr30k,85.89999999999999,2.1702534414210746,-5.966666666666683,3
intrareg,Intra-Reg,Sam-Concat,Flickr30K,T2I R@1,summary/test/r1_t2i,flickr30k,75.31333333333333,2.430829762310258,-6.239999999999995,3
intrareg,Intra-Reg,Sam-Concat,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,59.129999999999995,3.775950211536161,-5.810000000000002,2
intrareg,Intra-Reg,Sam-Concat,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,47.59,2.6898341956336282,-5.717999999999996,2
intrareg,Intra-Reg,Sam-Concat,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,60.7,3.790092347159894,-5.819999999999993,2
intrareg,Intra-Reg,Sam-Concat,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,49.62157616530514,2.5739230502105177,-5.364007688611245,2
intrareg,Intra-Reg,Sam-Skip,Flickr30K,I2T R@1,summary/test/r1_i2t,flickr30k,89.15,3.181980515339464,-2.7166666666666686,2
intrareg,Intra-Reg,Sam-Skip,Flickr30K,T2I R@1,summary/test/r1_t2i,flickr30k,78.72999999999999,3.2102647865869303,-2.8233333333333377,2
intrareg,Intra-Reg,Sam-Skip,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,62.71,4.228498551495557,-2.229999999999997,2
intrareg,Intra-Reg,Sam-Skip,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,50.134,4.177586863250124,-3.1739999999999995,2
intrareg,Intra-Reg,Sam-Skip,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,64.59,4.030508652763323,-1.9299999999999926,2
intrareg,Intra-Reg,Sam-Skip,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,52.03027390677559,4.049185876568811,-2.9553099471407975,2
intrareg,Intra-Reg,Text-BLIP,Flickr30K,I2T R@1,summary/test/r1_i2t,flickr30k,91.9,,0.03333333333333144,1
intrareg,Intra-Reg,Text-BLIP,Flickr30K,T2I R@1,summary/test/r1_t2i,flickr30k,81.47999999999999,,-0.07333333333333769,1
intrareg,Intra-Reg,Text-BLIP,COCO 5K,I2T R@1,summary/test/coco_5k_r1_i2t,coco,,,,0
intrareg,Intra-Reg,Text-BLIP,COCO 5K,T2I R@1,summary/test/coco_5k_r1_t2i,coco,,,,0
intrareg,Intra-Reg,Text-BLIP,CxC,I2T R@1,summary/test/cxc_r1_i2t,coco,,,,0
intrareg,Intra-Reg,Text-BLIP,CxC,T2I R@1,summary/test/cxc_r1_t2i,coco,,,,0
